name,sex,tot
Tyrell,M,12773
Tyrese,M,7013
Tyrone,M,75231
Tyson,M,38652
Ulises,M,8472
Ulysses,M,12347
Unknown,F,7327
Unknown,M,6955
Uriah,M,5430
Uriel,M,13841
Ursula,F,9366
Vada,F,5261
Valarie,F,14309
Valencia,F,7721
Valentin,M,6922
Valentina,F,27360
Valeria,F,57970
Valerie,F,252918
Van,M,21128
Vance,M,18605
Vanessa,F,249612
Vaughn,M,13834
Veda,F,5585
Velma,F,74803
Venus,F,5116
Vera,F,115998
Vern,M,7452
Verna,F,57006
Vernon,M,138510
Veronica,F,209816
Vicente,M,15934
Vicki,F,150771
Vickie,F,107361
Vicky,F,49952
Victor,M,305971
Victoria,F,470448
Vince,M,7351
Vincent,M,328653
Vincenzo,M,5648
Viola,F,97520
Violet,F,116900
Virgie,F,14373
Virgil,M,62925
Virginia,F,622907
Vito,M,11729
Vivian,F,192128
Viviana,F,18312
Vivienne,F,9596
Vonda,F,7059
Wade,M,62984
Walker,M,17700
Wallace,M,73573
Walter,M,560537
Wanda,F,276144
Ward,M,8702
Warren,M,167711
Waylon,M,15016
Wayne,M,347843
Weldon,M,9362
Wendell,M,48431
Wendi,F,12014
Wendy,F,258551
Wesley,M,203187
Weston,M,34975
Whitney,F,93367
Wilbert,M,34987
Wilbur,M,49247
Wilburn,M,7671
Wilda,F,9179
Wiley,M,10848
Wilford,M,6184
Wilfred,M,23226
Wilfredo,M,8009
Wilhelmina,F,5630
Will,M,25013
Willa,F,20157
Willard,M,69204
William,F,10212
William,M,3861079
Willie,M,411795
Willie,F,121137
Willis,M,43334
Willow,F,21539
Wilma,F,131591
Wilmer,M,10348
Wilson,M,38723
Winfred,M,6603
Winifred,F,33134
Winnie,F,14246
Winona,F,5656
Winston,M,20269
Winter,F,5242
Woodrow,M,34301
Wyatt,M,133574
Xander,M,21965
Xavier,M,123341
Ximena,F,20242
Xiomara,F,5908
Xzavier,M,5356
Yadira,F,10843
Yahir,M,9314
Yareli,F,6486
Yaretzi,F,7776
Yaritza,F,5747
Yasmin,F,17227
Yasmine,F,10664
Yazmin,F,6717
Yesenia,F,36744
Yessenia,F,5737
Yolanda,F,108448
Yosef,M,5756
Yvette,F,58846
Yvonne,F,150731
Zachariah,M,24030
Zachary,M,526185
Zachery,M,27064
Zackary,M,28083
Zackery,M,15050
Zaiden,M,5512
Zander,M,17773
Zane,M,39103
Zara,F,6764
Zaria,F,7391
Zariah,F,7172
Zayden,M,14048
Zechariah,M,6926
Zelda,F,7666
Zella,F,5552
Zelma,F,11246
Zion,M,23540
Zoe,F,111602
Zoey,F,70360
Zoie,F,7734
